"Domestic City","GAL City","Country","Country Code","State","GAL City Code"
"Sitamarhi","","India","IND","Bihar",""
"Sitamarhi","","India","IND","Bihar",""
"Sitapur","","India","IND","Uttar Pradesh",""
"Sitapur","","India","IND","Uttar Pradesh",""
"Sivaganga","","India","IND","Tamil Nadu",""
"Sivaganga","","India","IND","Tamil Nadu",""
"Sivakasi","","India","IND","Tamil Nadu",""
"Sivakasi","","India","IND","Tamil Nadu",""
"Sivasagar","","India","IND","Assam",""
"Sivasagar","","India","IND","Assam",""
"Siwan","","India","IND","Bihar",""
"Siwan","","India","IND","Bihar",""
"Sohna","","India","IND","Haryana",""
"Sohna","","India","IND","Haryana",""
"Sojha","","India","IND","Himachal Pradesh",""
"Sojha","","India","IND","Himachal Pradesh",""
"Solan","","India","IND","Himachal Pradesh",""
"Solan","","India","IND","Himachal Pradesh",""
"Solapur","","India","IND","Maharashtra",""
"Solapur","","India","IND","Maharashtra",""
"Somnath","","India","IND","Gujarat",""
"Somnath","","India","IND","Gujarat",""
"Sonamarg","","India","IND","Jammu & Kashmir",""
"Sonamarg","","India","IND","Jammu & Kashmir",""
"Sonauli","","India","IND","Uttar Pradesh",""
"Sonauli","","India","IND","Uttar Pradesh",""
"Sonbhadra","","India","IND","Uttar Pradesh",""
"Sonbhadra","","India","IND","Uttar Pradesh",""
"Sonepat","","India","IND","Haryana",""
"Sonepat","","India","IND","Haryana",""
"Sonepur","","India","IND","Orissa",""
"Sonepur","","India","IND","Orissa",""
"Sonmarg","","India","IND","Jammu & Kashmir",""
"Sonmarg","","India","IND","Jammu & Kashmir",""
"Souhagpur","","India","IND","Madhya Pradesh",""
"Souhagpur","","India","IND","Madhya Pradesh",""
"Sravasti","","India","IND","Uttar Pradesh",""
"Sravasti","","India","IND","Uttar Pradesh",""
"Sri Ganganagar","","India","IND","Rajasthan",""
"Sri Ganganagar","","India","IND","Rajasthan",""
"Sri Kalahasti","","India","IND","Andhra Pradesh",""
"Sri Kalahasti","","India","IND","Andhra Pradesh",""
"Srikakulam","","India","IND","Andhra Pradesh",""
"Srikakulam","","India","IND","Andhra Pradesh",""
"Srimangala","","India","IND","Karnataka",""
"Srimangala","","India","IND","Karnataka",""
"Srinagar","","India","IND","Jammu & Kashmir",""
"Srinagar","","India","IND","Jammu & Kashmir",""
"Sringeri","","India","IND","Karnataka",""
"Sringeri","","India","IND","Karnataka",""
"Sriperumbudur","","India","IND","Tamil Nadu",""
"Sriperumbudur","","India","IND","Tamil Nadu",""
"Srirangam","","India","IND","Tamil Nadu",""
"Srirangam","","India","IND","Tamil Nadu",""
"Srirangapatna","","India","IND","Karnataka",""
"Srirangapatna","","India","IND","Karnataka",""
"Srisailam","","India","IND","Andhra Pradesh",""
"Srisailam","","India","IND","Andhra Pradesh",""
"Srungavarapukota","","India","IND","Andhra Pradesh",""
"Srungavarapukota","","India","IND","Andhra Pradesh",""
"Subrahmanya","","India","IND","Karnataka",""
"Subrahmanya","","India","IND","Karnataka",""
"Sultanpur","","India","IND","Uttar Pradesh",""
"Sultanpur","","India","IND","Uttar Pradesh",""
"Sulthan Bathery","","India","IND","Kerala",""
"Sulthan Bathery","","India","IND","Kerala",""
"Sumerpur","","India","IND","Rajasthan",""
"Sumerpur","","India","IND","Rajasthan",""
"Sundar Nagar","","India","IND","Himachal Pradesh",""
"Sundar Nagar","","India","IND","Himachal Pradesh",""
"Sundarban","","India","IND","West Bengal",""
"Sundarban","","India","IND","West Bengal",""
"Sundargarh","","India","IND","Orissa",""
"Sundargarh","","India","IND","Orissa",""
"Surajgarh","","India","IND","Rajasthan",""
"Surajgarh","","India","IND","Rajasthan",""
"Surat","","India","IND","Gujarat",""
"Surat","","India","IND","Gujarat",""
"Suratgarh","","India","IND","Rajasthan",""
"Suratgarh","","India","IND","Rajasthan",""
"Surathkal","","India","IND","Karnataka",""
"Surathkal","","India","IND","Karnataka",""
"Surendranagar","","India","IND","Gujarat",""
"Surendranagar","","India","IND","Gujarat",""
"Suri","","India","IND","West Bengal",""
"Suri","","India","IND","West Bengal",""
"Swamimalai","","India","IND","Tamil Nadu",""
"Swamimalai","","India","IND","Tamil Nadu",""
"Swarghat","","India","IND","Himachal Pradesh",""
"Swarghat","","India","IND","Himachal Pradesh",""
"Tabo","","India","IND","Himachal Pradesh",""
"Tabo","","India","IND","Himachal Pradesh",""
"Tadepalligudem","","India","IND","Andhra Pradesh",""
"Tadepalligudem","","India","IND","Andhra Pradesh",""
"Tadoba National Park","","India","IND","Maharashtra",""
"Tadoba National Park","","India","IND","Maharashtra",""
"Tajpur","","India","IND","West Bengal",""
"Tajpur","","India","IND","West Bengal",""
"Taki","","India","IND","West Bengal",""
"Taki","","India","IND","West Bengal",""
"Talakad","","India","IND","Karnataka",""
"Talakad","","India","IND","Karnataka",""
"Tamia","","India","IND","Madhya Pradesh",""
"Tamia","","India","IND","Madhya Pradesh",""
"Tanakpur","","India","IND","Uttaranchal",""
"Tanakpur","","India","IND","Uttaranchal",""
"Tanjore","","India","IND","Tamil Nadu",""
"Tanjore","","India","IND","Tamil Nadu",""
"Tanuku","","India","IND","Andhra Pradesh",""
"Tanuku","","India","IND","Andhra Pradesh",""
"Tapola","","India","IND","Maharashtra",""
"Tapola","","India","IND","Maharashtra",""
"Tarapith","","India","IND","West Bengal",""
"Tarapith","","India","IND","West Bengal",""
"Tarkarli","","India","IND","Maharashtra",""
"Tarkarli","","India","IND","Maharashtra",""
"Tatipaka","","India","IND","Andhra Pradesh",""
"Tatipaka","","India","IND","Andhra Pradesh",""
"Tawa","","India","IND","Madhya Pradesh",""
"Tawa","","India","IND","Madhya Pradesh",""
"Tawang","","India","IND","Arunachal Pradesh",""
"Tawang","","India","IND","Arunachal Pradesh",""
"Tenali","","India","IND","Andhra Pradesh",""
"Tenali","","India","IND","Andhra Pradesh",""
"Tenkasi","","India","IND","Tamil Nadu",""
"Tenkasi","","India","IND","Tamil Nadu",""
"Tezpur","","India","IND","Assam",""
"Tezpur","","India","IND","Assam",""
"Thalassery","","India","IND","Kerala",""
"Thalassery","","India","IND","Kerala",""
"Thandalam","","India","IND","Tamil Nadu",""
"Thandalam","","India","IND","Tamil Nadu",""
"Thane","","India","IND","Maharashtra",""
"Thane","","India","IND","Maharashtra",""
"Thanedar","","India","IND","Himachal Pradesh",""
"Thanedar","","India","IND","Himachal Pradesh",""
"Thanjavur","","India","IND","Tamil Nadu",""
"Thanjavur","","India","IND","Tamil Nadu",""
"Thattekkad","","India","IND","Kerala",""
"Thattekkad","","India","IND","Kerala",""
"Thekkady","","India","IND","Kerala",""
"Thekkady","","India","IND","Kerala",""
"Theni","","India","IND","Tamil Nadu",""
"Theni","","India","IND","Tamil Nadu",""
"Thirthahalli","","India","IND","Karnataka",""
"Thirthahalli","","India","IND","Karnataka",""
"Thiruchendur","","India","IND","Tamil Nadu",""
"Thiruchendur","","India","IND","Tamil Nadu",""
"Thirukkadaiyur","","India","IND","Tamil Nadu",""
"Thirukkadaiyur","","India","IND","Tamil Nadu",""
"Thirunageswaram","","India","IND","Tamil Nadu",""
"Thirunageswaram","","India","IND","Tamil Nadu",""
"Thirunallar","","India","IND","Tamil Nadu",""
"Thirunallar","","India","IND","Tamil Nadu",""
"Thiruvallur","","India","IND","Tamil Nadu",""
"Thiruvallur","","India","IND","Tamil Nadu",""
"Thiruvananthapuram","","India","IND","Kerala",""
"Thiruvananthapuram","","India","IND","Kerala",""
"Thiruvannamalai","","India","IND","Tamil Nadu",""
"Thiruvannamalai","","India","IND","Tamil Nadu",""
"Thodupuzha","","India","IND","Kerala",""
"Thodupuzha","","India","IND","Kerala",""
"Thrissur","","India","IND","Kerala",""
"Thrissur","","India","IND","Kerala",""
"Tindivanam","","India","IND","Tamil Nadu",""
"Tindivanam","","India","IND","Tamil Nadu",""
"Tinsukia","","India","IND","Assam",""
"Tinsukia","","India","IND","Assam",""
"Tiruchendur","","India","IND","Tamil Nadu",""
"Tiruchendur","","India","IND","Tamil Nadu",""
"Tiruchengode","","India","IND","Tamil Nadu",""
"Tiruchengode","","India","IND","Tamil Nadu",""
"Tirukoilur","","India","IND","Tamil Nadu",""
"Tirukoilur","","India","IND","Tamil Nadu",""
"Tirunelveli","","India","IND","Tamil Nadu",""
"Tirunelveli","","India","IND","Tamil Nadu",""
"Tirupati","","India","IND","Andhra Pradesh",""
"Tirupati","","India","IND","Andhra Pradesh",""
"Tirupattur","","India","IND","Tamil Nadu",""
"Tirupattur","","India","IND","Tamil Nadu",""
"Tirupur","","India","IND","Tamil Nadu",""
"Tirupur","","India","IND","Tamil Nadu",""
"Tirur","","India","IND","Kerala",""
"Tirur","","India","IND","Kerala",""
"Tiruttani","","India","IND","Tamil Nadu",""
"Tiruttani","","India","IND","Tamil Nadu",""
"Tiruvalla","","India","IND","Kerala",""
"Tiruvalla","","India","IND","Kerala",""
"Tiruvallur","","India","IND","Tamil Nadu",""
"Tiruvallur","","India","IND","Tamil Nadu",""
"Tiruvarur","","India","IND","Tamil Nadu",""
"Tiruvarur","","India","IND","Tamil Nadu",""
"Titlagarh","","India","IND","Orissa",""
"Titlagarh","","India","IND","Orissa",""
"Todgarh","","India","IND","Rajasthan",""
"Todgarh","","India","IND","Rajasthan",""
"Tohana","","India","IND","Haryana",""
"Tohana","","India","IND","Haryana",""
"Tonk","","India","IND","Rajasthan",""
"Tonk","","India","IND","Rajasthan",""
"Topslip","","India","IND","Tamil Nadu",""
"Topslip","","India","IND","Tamil Nadu",""
"Trichy","","India","IND","Tamil Nadu",""
"Trichy","","India","IND","Tamil Nadu",""
"Trimbakeshwar","","India","IND","Maharashtra",""
"Trimbakeshwar","","India","IND","Maharashtra",""
"Tso Moriri","","India","IND","Jammu & Kashmir",""
"Tso Moriri","","India","IND","Jammu & Kashmir",""
"Tuljapur","","India","IND","Maharashtra",""
"Tuljapur","","India","IND","Maharashtra",""
"Tumkur","","India","IND","Karnataka",""
"Tumkur","","India","IND","Karnataka",""
"Tura","","India","IND","Meghalaya",""
"Tura","","India","IND","Meghalaya",""
"Tuticorin","","India","IND","Tamil Nadu",""
"Tuticorin","","India","IND","Tamil Nadu",""
"Udaipur","","India","IND","Rajasthan",""
"Udaipur","","India","IND","Rajasthan",""
"Udhampur","","India","IND","Jammu & Kashmir",""
"Udhampur","","India","IND","Jammu & Kashmir",""
"Udupi","","India","IND","Karnataka",""
"Udupi","","India","IND","Karnataka",""
"Ujire","","India","IND","Karnataka",""
"Ujire","","India","IND","Karnataka",""
"Ujjain","","India","IND","Madhya Pradesh",""
"Ujjain","","India","IND","Madhya Pradesh",""
"Umaria","","India","IND","Madhya Pradesh",""
"Umaria","","India","IND","Madhya Pradesh",""
"Una","","India","IND","Himachal Pradesh",""
"Una","","India","IND","Himachal Pradesh",""
"Unnao","","India","IND","Uttar Pradesh",""
"Unnao","","India","IND","Uttar Pradesh",""
"Utelia","","India","IND","Gujarat",""
"Utelia","","India","IND","Gujarat",""
"Uttarey","","India","IND","Sikkim",""
"Uttarey","","India","IND","Sikkim",""
"Uttarkashi","","India","IND","Uttaranchal",""
"Uttarkashi","","India","IND","Uttaranchal",""
"Vadodara","","India","IND","Gujarat",""
"Vadodara","","India","IND","Gujarat",""
"Vagamon","","India","IND","Kerala",""
"Vagamon","","India","IND","Kerala",""
"Vaishali","","India","IND","Bihar",""
"Vaishali","","India","IND","Bihar",""
"Vaishno Devi","","India","IND","Jammu & Kashmir",""
"Vaishno Devi","","India","IND","Jammu & Kashmir",""
"Vaitheeswarankoil","","India","IND","Tamil Nadu",""
"Vaitheeswarankoil","","India","IND","Tamil Nadu",""
"Valparai","","India","IND","Tamil Nadu",""
"Valparai","","India","IND","Tamil Nadu",""
"Valsad","","India","IND","Gujarat",""
"Valsad","","India","IND","Gujarat",""
"Vaniyambadi","","India","IND","Tamil Nadu",""
"Vaniyambadi","","India","IND","Tamil Nadu",""
"Vapi","","India","IND","Gujarat",""
"Vapi","","India","IND","Gujarat",""
"Varanasi","","India","IND","Uttar Pradesh",""
"Varanasi","","India","IND","Uttar Pradesh",""
"Varkala","","India","IND","Kerala",""
"Varkala","","India","IND","Kerala",""
"Vasco","","India","IND","Goa",""
"Vasco","","India","IND","Goa",""
"Vatakara","","India","IND","Kerala",""
"Vatakara","","India","IND","Kerala",""
"Vedaranyam","","India","IND","Tamil Nadu",""
"Vedaranyam","","India","IND","Tamil Nadu",""
"Velankanni","","India","IND","Tamil Nadu",""
"Velankanni","","India","IND","Tamil Nadu",""
"Vellore","","India","IND","Tamil Nadu",""
"Vellore","","India","IND","Tamil Nadu",""
"Vengurla","","India","IND","Maharashtra",""
"Vengurla","","India","IND","Maharashtra",""
"Veraval","","India","IND","Gujarat",""
"Veraval","","India","IND","Gujarat",""
"Vidisha","","India","IND","Madhya Pradesh",""
"Vidisha","","India","IND","Madhya Pradesh",""
"Vijayawada","","India","IND","Andhra Pradesh",""
"Vijayawada","","India","IND","Andhra Pradesh",""
"Vikramgadh","","India","IND","Maharashtra",""
"Vikramgadh","","India","IND","Maharashtra",""
"Villupuram","","India","IND","Tamil Nadu",""
"Villupuram","","India","IND","Tamil Nadu",""
"Vindhyachal","","India","IND","Uttar Pradesh",""
"Vindhyachal","","India","IND","Uttar Pradesh",""
"Virajpet","","India","IND","Karnataka",""
"Virajpet","","India","IND","Karnataka",""
"Virnoli","","India","IND","Karnataka",""
"Virnoli","","India","IND","Karnataka",""
"Virpur","","India","IND","Gujarat",""
"Virpur","","India","IND","Gujarat",""
"Virudhachalam","","India","IND","Tamil Nadu",""
"Virudhachalam","","India","IND","Tamil Nadu",""
"Virudhunagar","","India","IND","Tamil Nadu",""
"Virudhunagar","","India","IND","Tamil Nadu",""
"Visakhapatnam","","India","IND","Andhra Pradesh",""
"Visakhapatnam","","India","IND","Andhra Pradesh",""
"Vizianagaram","","India","IND","Andhra Pradesh",""
"Vizianagaram","","India","IND","Andhra Pradesh",""
"Vrindavan","","India","IND","Uttar Pradesh",""
"Vrindavan","","India","IND","Uttar Pradesh",""
"Vythiri","","India","IND","Kerala",""
"Vythiri","","India","IND","Kerala",""
"Wai","","India","IND","Maharashtra",""
"Wai","","India","IND","Maharashtra",""
"Wakro","","India","IND","Arunachal Pradesh",""
"Wakro","","India","IND","Arunachal Pradesh",""
"Wankaner","","India","IND","Gujarat",""
"Wankaner","","India","IND","Gujarat",""
"Warangal","","India","IND","Telangana",""
"Warangal","","India","IND","Telangana",""
"Wardha","","India","IND","Maharashtra",""
"Wardha","","India","IND","Maharashtra",""
"Warora","","India","IND","Maharashtra",""
"Warora","","India","IND","Maharashtra",""
"Washim","","India","IND","Maharashtra",""
"Washim","","India","IND","Maharashtra",""
"Wayanad","","India","IND","Kerala",""
"Wayanad","","India","IND","Kerala",""
"West Kemeng","","India","IND","Arunachal Pradesh",""
"West Kemeng","","India","IND","Arunachal Pradesh",""
"Yadagirigutta","","India","IND","Telangana",""
"Yadagirigutta","","India","IND","Telangana",""
"Yadgir","","India","IND","Karnataka",""
"Yadgir","","India","IND","Karnataka",""
"Yamunanagar","","India","IND","Haryana",""
"Yamunanagar","","India","IND","Haryana",""
"Yamunotri","","India","IND","Uttaranchal",""
"Yamunotri","","India","IND","Uttaranchal",""
"Yavatmal","","India","IND","Maharashtra",""
"Yavatmal","","India","IND","Maharashtra",""
"Yelagiri","","India","IND","Tamil Nadu",""
"Yelagiri","","India","IND","Tamil Nadu",""
"Yenam","","India","IND","Pondicherry",""
"Yenam","","India","IND","Pondicherry",""
"Yercaud","","India","IND","Tamil Nadu",""
"Yercaud","","India","IND","Tamil Nadu",""
"Yuksom","","India","IND","Sikkim",""
"Yuksom","","India","IND","Sikkim",""
"Zirakpur","","India","IND","Punjab",""
"Zirakpur","","India","IND","Punjab",""
"Ziro","","India","IND","Arunachal Pradesh",""
"Ziro","","India","IND","Arunachal Pradesh",""
